time[d],date,hour,debug1,debug2,debug3,debug4,debug5
116,1985-01-25,00:00:00.00,0.914863,0,0,0,1885.63
117,1985-01-26,00:00:00.00,0.914863,0,0,0,1885.63
118,1985-01-27,00:00:00.00,0.914863,0,0,0,1885.63
119,1985-01-28,00:00:00.00,0.914863,0,0,0,1885.63
120,1985-01-29,00:00:00.00,0.914863,0,0,0,1885.63
121,1985-01-30,00:00:00.00,0.914863,0,0,0,1885.63
122,1985-01-31,00:00:00.00,0.914863,0,0,0,1885.63
123,1985-02-01,00:00:00.00,0.914863,0,0,0,1885.63
124,1985-02-02,00:00:00.00,0.914863,0,0,0,1885.63
125,1985-02-03,00:00:00.00,0.914863,0,0,0,1885.63
126,1985-02-04,00:00:00.00,0.914863,0,0,0,1885.63
127,1985-02-05,00:00:00.00,0.914863,0,0,0,1885.63
128,1985-02-06,00:00:00.00,0.914863,0,0,0,1885.63
129,1985-02-07,00:00:00.00,0.914863,0,0,0,1885.63
130,1985-02-08,00:00:00.00,0.914863,0,0,0,1885.63
131,1985-02-09,00:00:00.00,0.914863,0,0,0,1885.63
132,1985-02-10,00:00:00.00,0.914863,0,0,0,1885.63
133,1985-02-11,00:00:00.00,0.914863,0,0,0,1885.63
134,1985-02-12,00:00:00.00,0.914863,0,0,0,1885.63
135,1985-02-13,00:00:00.00,0.914863,0,0,0,1885.63
136,1985-02-14,00:00:00.00,0.914863,0,0,0,1885.63
137,1985-02-15,00:00:00.00,0.914863,0,0,0,1885.63
138,1985-02-16,00:00:00.00,0.914863,0,0,0,1885.63
139,1985-02-17,00:00:00.00,0.914863,0,0,0,1885.63
140,1985-02-18,00:00:00.00,0.914863,0,0,0,1885.63
141,1985-02-19,00:00:00.00,0.914863,0,0,0,1885.63
142,1985-02-20,00:00:00.00,0.914863,0,0,0,1885.63
143,1985-02-21,00:00:00.00,0.914863,0,0,0,1885.63
144,1985-02-22,00:00:00.00,0.914863,0,0,0,1885.63
145,1985-02-23,00:00:00.00,0.914863,0,0,0,1885.63
146,1985-02-24,00:00:00.00,0.914863,0,0,0,1885.63
147,1985-02-25,00:00:00.00,0.914863,0,0,0,1885.63
148,1985-02-26,00:00:00.00,0.914863,0,0,0,1885.63
149,1985-02-27,00:00:00.00,0.914863,0,0,0,1885.63
150,1985-02-28,00:00:00.00,0.914863,0,0,0,1885.63
151,1985-03-01,00:00:00.00,0.914863,0,0,0,1885.63
152,1985-03-02,00:00:00.00,0.914863,0,0,0,1885.63
153,1985-03-03,00:00:00.00,0.914863,0,0,0,1885.63
154,1985-03-04,00:00:00.00,0.914863,0,0,0,1885.63
155,1985-03-05,00:00:00.00,0.914863,0,0,0,1885.63
156,1985-03-06,00:00:00.00,0.914863,0,0,0,1885.63
157,1985-03-07,00:00:00.00,0.914863,0,0,0,1885.63
158,1985-03-08,00:00:00.00,0.914863,0,0,0,1885.63
159,1985-03-09,00:00:00.00,0.914863,0,0,0,1885.63
160,1985-03-10,00:00:00.00,0.914863,0,0,0,1885.63
161,1985-03-11,00:00:00.00,0.914863,0,0,0,1885.63
162,1985-03-12,00:00:00.00,0.914863,0,0,0,1885.63
163,1985-03-13,00:00:00.00,0.914863,0,0,0,1885.63
164,1985-03-14,00:00:00.00,0.914863,0,0,0,1885.63
165,1985-03-15,00:00:00.00,0.914863,0,0,0,1885.63
166,1985-03-16,00:00:00.00,0.914863,0,0,0,1885.63
167,1985-03-17,00:00:00.00,0.914863,0,0,0,1885.63
168,1985-03-18,00:00:00.00,0.914863,0,0,0,1885.63
169,1985-03-19,00:00:00.00,0.914863,0,0,0,1885.63
170,1985-03-20,00:00:00.00,0.914863,0,0,0,1885.63
171,1985-03-21,00:00:00.00,0.914863,0,0,0,1885.63
172,1985-03-22,00:00:00.00,0.914863,0,0,0,1885.63
173,1985-03-23,00:00:00.00,0.914863,0,0,0,1885.63
174,1985-03-24,00:00:00.00,0.914863,0,0,0,1885.63
175,1985-03-25,00:00:00.00,0.914863,0,0,0,1885.63
176,1985-03-26,00:00:00.00,0.914863,0,0,0,1885.63
177,1985-03-27,00:00:00.00,0.914863,0,0,0,1885.63
178,1985-03-28,00:00:00.00,0.914863,0,0,0,1885.63
179,1985-03-29,00:00:00.00,0.914863,0,0,0,1885.63
180,1985-03-30,00:00:00.00,0.914863,0,0,0,1885.63
181,1985-03-31,00:00:00.00,0.914863,0,0,0,1885.63
182,1985-04-01,00:00:00.00,0.914863,0,0,0,1885.63
183,1985-04-02,00:00:00.00,0.914863,0,0,0,1885.63
184,1985-04-03,00:00:00.00,0.914863,0,0,0,1885.63
185,1985-04-04,00:00:00.00,0.914863,0,0,0,1885.63
186,1985-04-05,00:00:00.00,0.914863,0,0,0,1885.63
